"route_id","path","page_file","primary_navigation_link","role","link_visible","direct_page_gate","data_read","actions"
"RT-CAPA-003","/quality/capa/[capaId]","src/pages/quality/capa/[capaId].astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-CAPA-003","/quality/capa/[capaId]","src/pages/quality/capa/[capaId].astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-CAPA-003","/quality/capa/[capaId]","src/pages/quality/capa/[capaId].astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-001","/quarantine","src/pages/quarantine/index.astro","Quarantine / Quarantine dashboard","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-001","/quarantine","src/pages/quarantine/index.astro","Quarantine / Quarantine dashboard","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-001","/quarantine","src/pages/quarantine/index.astro","Quarantine / Quarantine dashboard","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-001","/quarantine","src/pages/quarantine/index.astro","Quarantine / Quarantine dashboard","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-001","/quarantine","src/pages/quarantine/index.astro","Quarantine / Quarantine dashboard","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-001","/quarantine/receiving","src/pages/quarantine/receiving/index.astro","Quarantine / Receiving items","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-001","/quarantine/receiving","src/pages/quarantine/receiving/index.astro","Quarantine / Receiving items","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-001","/quarantine/receiving","src/pages/quarantine/receiving/index.astro","Quarantine / Receiving items","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-001","/quarantine/receiving","src/pages/quarantine/receiving/index.astro","Quarantine / Receiving items","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-001","/quarantine/receiving","src/pages/quarantine/receiving/index.astro","Quarantine / Receiving items","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-002","/quarantine/receiving/new","src/pages/quarantine/receiving/new.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-002","/quarantine/receiving/new","src/pages/quarantine/receiving/new.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-002","/quarantine/receiving/new","src/pages/quarantine/receiving/new.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-002","/quarantine/receiving/new","src/pages/quarantine/receiving/new.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-002","/quarantine/receiving/new","src/pages/quarantine/receiving/new.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-003","/quarantine/receiving/[receivingId]","src/pages/quarantine/receiving/[receivingId].astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-003","/quarantine/receiving/[receivingId]","src/pages/quarantine/receiving/[receivingId].astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-003","/quarantine/receiving/[receivingId]","src/pages/quarantine/receiving/[receivingId].astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-003","/quarantine/receiving/[receivingId]","src/pages/quarantine/receiving/[receivingId].astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-REC-003","/quarantine/receiving/[receivingId]","src/pages/quarantine/receiving/[receivingId].astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-001","/quarantine/inspections","src/pages/quarantine/inspections/index.astro","Quarantine / Inspection reports","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-001","/quarantine/inspections","src/pages/quarantine/inspections/index.astro","Quarantine / Inspection reports","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-001","/quarantine/inspections","src/pages/quarantine/inspections/index.astro","Quarantine / Inspection reports","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-001","/quarantine/inspections","src/pages/quarantine/inspections/index.astro","Quarantine / Inspection reports","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-001","/quarantine/inspections","src/pages/quarantine/inspections/index.astro","Quarantine / Inspection reports","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-002","/quarantine/inspections/[inspectionId]","src/pages/quarantine/inspections/[inspectionId]/index.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-002","/quarantine/inspections/[inspectionId]","src/pages/quarantine/inspections/[inspectionId]/index.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-002","/quarantine/inspections/[inspectionId]","src/pages/quarantine/inspections/[inspectionId]/index.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-002","/quarantine/inspections/[inspectionId]","src/pages/quarantine/inspections/[inspectionId]/index.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-002","/quarantine/inspections/[inspectionId]","src/pages/quarantine/inspections/[inspectionId]/index.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-003","/quarantine/inspections/[inspectionId]/execute","src/pages/quarantine/inspections/[inspectionId]/execute.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-003","/quarantine/inspections/[inspectionId]/execute","src/pages/quarantine/inspections/[inspectionId]/execute.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-003","/quarantine/inspections/[inspectionId]/execute","src/pages/quarantine/inspections/[inspectionId]/execute.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-003","/quarantine/inspections/[inspectionId]/execute","src/pages/quarantine/inspections/[inspectionId]/execute.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-003","/quarantine/inspections/[inspectionId]/execute","src/pages/quarantine/inspections/[inspectionId]/execute.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-004","/quarantine/inspections/[inspectionId]/review","src/pages/quarantine/inspections/[inspectionId]/review.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-004","/quarantine/inspections/[inspectionId]/review","src/pages/quarantine/inspections/[inspectionId]/review.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-004","/quarantine/inspections/[inspectionId]/review","src/pages/quarantine/inspections/[inspectionId]/review.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-004","/quarantine/inspections/[inspectionId]/review","src/pages/quarantine/inspections/[inspectionId]/review.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-INSP-004","/quarantine/inspections/[inspectionId]/review","src/pages/quarantine/inspections/[inspectionId]/review.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-002","/quarantine/admin","src/pages/quarantine/admin/index.astro","Quarantine / Quarantine administration","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-002","/quarantine/admin","src/pages/quarantine/admin/index.astro","Quarantine / Quarantine administration","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-002","/quarantine/admin","src/pages/quarantine/admin/index.astro","Quarantine / Quarantine administration","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-002","/quarantine/admin","src/pages/quarantine/admin/index.astro","Quarantine / Quarantine administration","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-QUAR-002","/quarantine/admin","src/pages/quarantine/admin/index.astro","Quarantine / Quarantine administration","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-001","/laboratory","src/pages/laboratory/index.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-001","/laboratory","src/pages/laboratory/index.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-001","/laboratory","src/pages/laboratory/index.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-001","/laboratory","src/pages/laboratory/index.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-001","/laboratory","src/pages/laboratory/index.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-002","/laboratory/tests","src/pages/laboratory/tests/index.astro","Laboratory / Laboratory tests","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-002","/laboratory/tests","src/pages/laboratory/tests/index.astro","Laboratory / Laboratory tests","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-002","/laboratory/tests","src/pages/laboratory/tests/index.astro","Laboratory / Laboratory tests","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-002","/laboratory/tests","src/pages/laboratory/tests/index.astro","Laboratory / Laboratory tests","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-002","/laboratory/tests","src/pages/laboratory/tests/index.astro","Laboratory / Laboratory tests","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-003","/laboratory/tests/new","src/pages/laboratory/tests/new.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-003","/laboratory/tests/new","src/pages/laboratory/tests/new.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-003","/laboratory/tests/new","src/pages/laboratory/tests/new.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-003","/laboratory/tests/new","src/pages/laboratory/tests/new.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-003","/laboratory/tests/new","src/pages/laboratory/tests/new.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-004","/laboratory/tests/[labTestId]","src/pages/laboratory/tests/[labTestId]/index.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-004","/laboratory/tests/[labTestId]","src/pages/laboratory/tests/[labTestId]/index.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-004","/laboratory/tests/[labTestId]","src/pages/laboratory/tests/[labTestId]/index.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-004","/laboratory/tests/[labTestId]","src/pages/laboratory/tests/[labTestId]/index.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-004","/laboratory/tests/[labTestId]","src/pages/laboratory/tests/[labTestId]/index.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-005","/laboratory/tests/[labTestId]/execute","src/pages/laboratory/tests/[labTestId]/execute.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-005","/laboratory/tests/[labTestId]/execute","src/pages/laboratory/tests/[labTestId]/execute.astro","No primary-nav item; contextual links/direct route","Supervisor","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-005","/laboratory/tests/[labTestId]/execute","src/pages/laboratory/tests/[labTestId]/execute.astro","No primary-nav item; contextual links/direct route","Manager","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-005","/laboratory/tests/[labTestId]/execute","src/pages/laboratory/tests/[labTestId]/execute.astro","No primary-nav item; contextual links/direct route","Admin","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-005","/laboratory/tests/[labTestId]/execute","src/pages/laboratory/tests/[labTestId]/execute.astro","No primary-nav item; contextual links/direct route","yazeed","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
"RT-LAB-006","/laboratory/tests/[labTestId]/review","src/pages/laboratory/tests/[labTestId]/review.astro","No primary-nav item; contextual links/direct route","Employee","Visible to ACTIVE account","Allowed by page gate for ACTIVE authenticated account","AVD-004 declares ordinary operational read access for ACTIVE accounts; route gate alone does not prove the read model’s runtime outcome.","No action implied by link/page. Owning use case enforces permission, scope, state, SoD, version, signature, and business rules."
